,Computer,Block,Day,Trial,Plates,location,animal,start,end,lardist,stdate,sttime
21937,1.0,3.0,2.0,1.0,AB,c2-012,DM2028,1440,1500,227.9,2/08/2016,11:40:42
21938,1.0,3.0,2.0,1.0,AB,c2-013,DM2029,1440,1500,268.4,2/08/2016,11:40:42
21939,1.0,3.0,2.0,1.0,AB,c2-014,DM2030,1440,1500,235.3,2/08/2016,11:40:42
21940,1.0,3.0,2.0,1.0,AB,c2-015,DM2031,1440,1500,260.2,2/08/2016,11:40:42
21941,1.0,3.0,2.0,1.0,AB,c2-016,DM2032,1440,1500,288.1,2/08/2016,11:40:42
21942,1.0,3.0,2.0,1.0,AB,c1-001,DM1001,1500,1560,60.3,2/08/2016,11:41:42
21943,1.0,3.0,2.0,1.0,AB,c1-002,DM1002,1500,1560,148.5,2/08/2016,11:41:42
21944,1.0,3.0,2.0,1.0,AB,c1-003,DM1003,1500,1560,156.3,2/08/2016,11:41:42
21945,1.0,3.0,2.0,1.0,AB,c1-004,DM1004,1500,1560,242.3,2/08/2016,11:41:42
21946,1.0,3.0,2.0,1.0,AB,c1-005,DM1005,1500,1560,223,2/08/2016,11:41:42
21947,1.0,3.0,2.0,1.0,AB,c1-006,DM1006,1500,1560,176.7,2/08/2016,11:41:42
21948,1.0,3.0,2.0,1.0,AB,c1-007,DM1007,1500,1560,72.4,2/08/2016,11:41:42
21949,1.0,3.0,2.0,1.0,AB,c1-008,DM1008,1500,1560,183.4,2/08/2016,11:41:42
21950,1.0,3.0,2.0,1.0,AB,c1-009,DM1009,1500,1560,151.7,2/08/2016,11:41:42
21951,1.0,3.0,2.0,1.0,AB,c1-010,DM1010,1500,1560,222.5,2/08/2016,11:41:42
21952,1.0,3.0,2.0,1.0,AB,c1-011,DM1011,1500,1560,133.4,2/08/2016,11:41:42
21953,1.0,3.0,2.0,1.0,AB,c1-012,DM1012,1500,1560,186.1,2/08/2016,11:41:42
21954,1.0,3.0,2.0,1.0,AB,c1-013,DM1013,1500,1560,208,2/08/2016,11:41:42
21955,1.0,3.0,2.0,1.0,AB,c1-014,DM1014,1500,1560,236,2/08/2016,11:41:42
21956,1.0,3.0,2.0,1.0,AB,c1-015,DM1015,1500,1560,179.7,2/08/2016,11:41:42
21957,1.0,3.0,2.0,1.0,AB,c1-016,DM1016,1500,1560,229.6,2/08/2016,11:41:42
21958,1.0,3.0,2.0,1.0,AB,c2-001,DM2017,1500,1560,300.1,2/08/2016,11:41:42
21959,1.0,3.0,2.0,1.0,AB,c2-002,DM2018,1500,1560,198.3,2/08/2016,11:41:42
21960,1.0,3.0,2.0,1.0,AB,c2-003,DM2019,1500,1560,176.4,2/08/2016,11:41:42
21961,1.0,3.0,2.0,1.0,AB,c2-004,DM2020,1500,1560,280.4,2/08/2016,11:41:42
21962,1.0,3.0,2.0,1.0,AB,c2-005,DM2021,1500,1560,248.7,2/08/2016,11:41:42
21963,1.0,3.0,2.0,1.0,AB,c2-006,DM2022,1500,1560,112.3,2/08/2016,11:41:42
21964,1.0,3.0,2.0,1.0,AB,c2-007,DM2023,1500,1560,71.1,2/08/2016,11:41:42
21965,1.0,3.0,2.0,1.0,AB,c2-008,DM2024,1500,1560,62.1,2/08/2016,11:41:42
21966,1.0,3.0,2.0,1.0,AB,c2-009,DM2025,1500,1560,324.8,2/08/2016,11:41:42
21967,1.0,3.0,2.0,1.0,AB,c2-010,DM2026,1500,1560,136,2/08/2016,11:41:42
21968,1.0,3.0,2.0,1.0,AB,c2-011,DM2027,1500,1560,2.7,2/08/2016,11:41:42
21969,1.0,3.0,2.0,1.0,AB,c2-012,DM2028,1500,1560,230.1,2/08/2016,11:41:42
21970,1.0,3.0,2.0,1.0,AB,c2-013,DM2029,1500,1560,283,2/08/2016,11:41:42
21971,1.0,3.0,2.0,1.0,AB,c2-014,DM2030,1500,1560,258.8,2/08/2016,11:41:42
21972,1.0,3.0,2.0,1.0,AB,c2-015,DM2031,1500,1560,244.6,2/08/2016,11:41:42
21973,1.0,3.0,2.0,1.0,AB,c2-016,DM2032,1500,1560,229.4,2/08/2016,11:41:42
21974,1.0,3.0,2.0,1.0,AB,c1-001,DM1001,1560,1620,120.5,2/08/2016,11:42:42
21975,1.0,3.0,2.0,1.0,AB,c1-002,DM1002,1560,1620,100.1,2/08/2016,11:42:42
21976,1.0,3.0,2.0,1.0,AB,c1-003,DM1003,1560,1620,142.7,2/08/2016,11:42:42
21977,1.0,3.0,2.0,1.0,AB,c1-004,DM1004,1560,1620,346.1,2/08/2016,11:42:42
21978,1.0,3.0,2.0,1.0,AB,c1-005,DM1005,1560,1620,188.2,2/08/2016,11:42:42
21979,1.0,3.0,2.0,1.0,AB,c1-006,DM1006,1560,1620,175.4,2/08/2016,11:42:42
21980,1.0,3.0,2.0,1.0,AB,c1-007,DM1007,1560,1620,113.1,2/08/2016,11:42:42
21981,1.0,3.0,2.0,1.0,AB,c1-008,DM1008,1560,1620,120.7,2/08/2016,11:42:42
21982,1.0,3.0,2.0,1.0,AB,c1-009,DM1009,1560,1620,189.9,2/08/2016,11:42:42
21983,1.0,3.0,2.0,1.0,AB,c1-010,DM1010,1560,1620,270.2,2/08/2016,11:42:42
21984,1.0,3.0,2.0,1.0,AB,c1-011,DM1011,1560,1620,89,2/08/2016,11:42:42
21985,1.0,3.0,2.0,1.0,AB,c1-012,DM1012,1560,1620,202.9,2/08/2016,11:42:42
21986,1.0,3.0,2.0,1.0,AB,c1-013,DM1013,1560,1620,308.5,2/08/2016,11:42:42
21987,1.0,3.0,2.0,1.0,AB,c1-014,DM1014,1560,1620,250.8,2/08/2016,11:42:42
21988,1.0,3.0,2.0,1.0,AB,c1-015,DM1015,1560,1620,240.4,2/08/2016,11:42:42
21989,1.0,3.0,2.0,1.0,AB,c1-016,DM1016,1560,1620,62.8,2/08/2016,11:42:42
21990,1.0,3.0,2.0,1.0,AB,c2-001,DM2017,1560,1620,271.3,2/08/2016,11:42:42
21991,1.0,3.0,2.0,1.0,AB,c2-002,DM2018,1560,1620,233,2/08/2016,11:42:42
21992,1.0,3.0,2.0,1.0,AB,c2-003,DM2019,1560,1620,173.6,2/08/2016,11:42:42
21993,1.0,3.0,2.0,1.0,AB,c2-004,DM2020,1560,1620,353.5,2/08/2016,11:42:42
21994,1.0,3.0,2.0,1.0,AB,c2-005,DM2021,1560,1620,188.1,2/08/2016,11:42:42
21995,1.0,3.0,2.0,1.0,AB,c2-006,DM2022,1560,1620,112.5,2/08/2016,11:42:42
21996,1.0,3.0,2.0,1.0,AB,c2-007,DM2023,1560,1620,93.7,2/08/2016,11:42:42
21997,1.0,3.0,2.0,1.0,AB,c2-008,DM2024,1560,1620,52.1,2/08/2016,11:42:42
21998,1.0,3.0,2.0,1.0,AB,c2-009,DM2025,1560,1620,266.1,2/08/2016,11:42:42
21999,1.0,3.0,2.0,1.0,AB,c2-010,DM2026,1560,1620,127.9,2/08/2016,11:42:42
22000,1.0,3.0,2.0,1.0,AB,c2-011,DM2027,1560,1620,1.9,2/08/2016,11:42:42
22001,1.0,3.0,2.0,1.0,AB,c2-012,DM2028,1560,1620,203.3,2/08/2016,11:42:42
22002,1.0,3.0,2.0,1.0,AB,c2-013,DM2029,1560,1620,226.1,2/08/2016,11:42:42
22003,1.0,3.0,2.0,1.0,AB,c2-014,DM2030,1560,1620,202.6,2/08/2016,11:42:42
22004,1.0,3.0,2.0,1.0,AB,c2-015,DM2031,1560,1620,134.8,2/08/2016,11:42:42
22005,1.0,3.0,2.0,1.0,AB,c2-016,DM2032,1560,1620,184.3,2/08/2016,11:42:42
22006,1.0,3.0,2.0,1.0,AB,c1-001,DM1001,1620,1680,108.4,2/08/2016,11:43:42
22007,1.0,3.0,2.0,1.0,AB,c1-002,DM1002,1620,1680,237.3,2/08/2016,11:43:42
22008,1.0,3.0,2.0,1.0,AB,c1-003,DM1003,1620,1680,110.8,2/08/2016,11:43:42
22009,1.0,3.0,2.0,1.0,AB,c1-004,DM1004,1620,1680,395.7,2/08/2016,11:43:42
22010,1.0,3.0,2.0,1.0,AB,c1-005,DM1005,1620,1680,287.9,2/08/2016,11:43:42
22011,1.0,3.0,2.0,1.0,AB,c1-006,DM1006,1620,1680,255.3,2/08/2016,11:43:42
22012,1.0,3.0,2.0,1.0,AB,c1-007,DM1007,1620,1680,135.3,2/08/2016,11:43:42
22013,1.0,3.0,2.0,1.0,AB,c1-008,DM1008,1620,1680,209.4,2/08/2016,11:43:42
22014,1.0,3.0,2.0,1.0,AB,c1-009,DM1009,1620,1680,87.3,2/08/2016,11:43:42
22015,1.0,3.0,2.0,1.0,AB,c1-010,DM1010,1620,1680,343.1,2/08/2016,11:43:42
22016,1.0,3.0,2.0,1.0,AB,c1-011,DM1011,1620,1680,38.2,2/08/2016,11:43:42
22017,1.0,3.0,2.0,1.0,AB,c1-012,DM1012,1620,1680,153.8,2/08/2016,11:43:42
22018,1.0,3.0,2.0,1.0,AB,c1-013,DM1013,1620,1680,273.6,2/08/2016,11:43:42
22019,1.0,3.0,2.0,1.0,AB,c1-014,DM1014,1620,1680,171.3,2/08/2016,11:43:42
22020,1.0,3.0,2.0,1.0,AB,c1-015,DM1015,1620,1680,248.4,2/08/2016,11:43:42
22021,1.0,3.0,2.0,1.0,AB,c1-016,DM1016,1620,1680,67.3,2/08/2016,11:43:42
22022,1.0,3.0,2.0,1.0,AB,c2-001,DM2017,1620,1680,314.7,2/08/2016,11:43:42
22023,1.0,3.0,2.0,1.0,AB,c2-002,DM2018,1620,1680,163.7,2/08/2016,11:43:42
22024,1.0,3.0,2.0,1.0,AB,c2-003,DM2019,1620,1680,239.7,2/08/2016,11:43:42
22025,1.0,3.0,2.0,1.0,AB,c2-004,DM2020,1620,1680,253.8,2/08/2016,11:43:42
22026,1.0,3.0,2.0,1.0,AB,c2-005,DM2021,1620,1680,212.7,2/08/2016,11:43:42
22027,1.0,3.0,2.0,1.0,AB,c2-006,DM2022,1620,1680,97.5,2/08/2016,11:43:42
22028,1.0,3.0,2.0,1.0,AB,c2-007,DM2023,1620,1680,103.4,2/08/2016,11:43:42
22029,1.0,3.0,2.0,1.0,AB,c2-008,DM2024,1620,1680,53.3,2/08/2016,11:43:42
22030,1.0,3.0,2.0,1.0,AB,c2-009,DM2025,1620,1680,276.4,2/08/2016,11:43:42
22031,1.0,3.0,2.0,1.0,AB,c2-010,DM2026,1620,1680,28.2,2/08/2016,11:43:42
22032,1.0,3.0,2.0,1.0,AB,c2-011,DM2027,1620,1680,3.7,2/08/2016,11:43:42
22033,1.0,3.0,2.0,1.0,AB,c2-012,DM2028,1620,1680,182.7,2/08/2016,11:43:42
22034,1.0,3.0,2.0,1.0,AB,c2-013,DM2029,1620,1680,234.4,2/08/2016,11:43:42
22035,1.0,3.0,2.0,1.0,AB,c2-014,DM2030,1620,1680,221.9,2/08/2016,11:43:42
22036,1.0,3.0,2.0,1.0,AB,c2-015,DM2031,1620,1680,188.2,2/08/2016,11:43:42
22037,1.0,3.0,2.0,1.0,AB,c2-016,DM2032,1620,1680,277.2,2/08/2016,11:43:42
22038,1.0,3.0,2.0,1.0,AB,c1-001,DM1001,1680,1740,83.3,2/08/2016,11:44:42
22039,1.0,3.0,2.0,1.0,AB,c1-002,DM1002,1680,1740,128.6,2/08/2016,11:44:42
22040,1.0,3.0,2.0,1.0,AB,c1-003,DM1003,1680,1740,180.1,2/08/2016,11:44:42
22041,1.0,3.0,2.0,1.0,AB,c1-004,DM1004,1680,1740,291.9,2/08/2016,11:44:42
22042,1.0,3.0,2.0,1.0,AB,c1-005,DM1005,1680,1740,221.9,2/08/2016,11:44:42
22043,1.0,3.0,2.0,1.0,AB,c1-006,DM1006,1680,1740,245.5,2/08/2016,11:44:42
22044,1.0,3.0,2.0,1.0,AB,c1-007,DM1007,1680,1740,119.4,2/08/2016,11:44:42
22045,1.0,3.0,2.0,1.0,AB,c1-008,DM1008,1680,1740,223.5,2/08/2016,11:44:42
22046,1.0,3.0,2.0,1.0,AB,c1-009,DM1009,1680,1740,185.9,2/08/2016,11:44:42
22047,1.0,3.0,2.0,1.0,AB,c1-010,DM1010,1680,1740,357.3,2/08/2016,11:44:42
22048,1.0,3.0,2.0,1.0,AB,c1-011,DM1011,1680,1740,36.6,2/08/2016,11:44:42
22049,1.0,3.0,2.0,1.0,AB,c1-012,DM1012,1680,1740,225,2/08/2016,11:44:42
22050,1.0,3.0,2.0,1.0,AB,c1-013,DM1013,1680,1740,252.6,2/08/2016,11:44:42
22051,1.0,3.0,2.0,1.0,AB,c1-014,DM1014,1680,1740,176.5,2/08/2016,11:44:42
22052,1.0,3.0,2.0,1.0,AB,c1-015,DM1015,1680,1740,181.2,2/08/2016,11:44:42
22053,1.0,3.0,2.0,1.0,AB,c1-016,DM1016,1680,1740,238.8,2/08/2016,11:44:42
22054,1.0,3.0,2.0,1.0,AB,c2-001,DM2017,1680,1740,169.1,2/08/2016,11:44:42
22055,1.0,3.0,2.0,1.0,AB,c2-002,DM2018,1680,1740,173.2,2/08/2016,11:44:42
22056,1.0,3.0,2.0,1.0,AB,c2-003,DM2019,1680,1740,242.4,2/08/2016,11:44:42
22057,1.0,3.0,2.0,1.0,AB,c2-004,DM2020,1680,1740,273.7,2/08/2016,11:44:42
22058,1.0,3.0,2.0,1.0,AB,c2-005,DM2021,1680,1740,332.4,2/08/2016,11:44:42
22059,1.0,3.0,2.0,1.0,AB,c2-006,DM2022,1680,1740,70.1,2/08/2016,11:44:42
22060,1.0,3.0,2.0,1.0,AB,c2-007,DM2023,1680,1740,64.5,2/08/2016,11:44:42
22061,1.0,3.0,2.0,1.0,AB,c2-008,DM2024,1680,1740,71.3,2/08/2016,11:44:42
22062,1.0,3.0,2.0,1.0,AB,c2-009,DM2025,1680,1740,293,2/08/2016,11:44:42
22063,1.0,3.0,2.0,1.0,AB,c2-010,DM2026,1680,1740,78.8,2/08/2016,11:44:42
22064,1.0,3.0,2.0,1.0,AB,c2-011,DM2027,1680,1740,19.8,2/08/2016,11:44:42
22065,1.0,3.0,2.0,1.0,AB,c2-012,DM2028,1680,1740,195.8,2/08/2016,11:44:42
22066,1.0,3.0,2.0,1.0,AB,c2-013,DM2029,1680,1740,298.7,2/08/2016,11:44:42
22067,1.0,3.0,2.0,1.0,AB,c2-014,DM2030,1680,1740,129.8,2/08/2016,11:44:42
22068,1.0,3.0,2.0,1.0,AB,c2-015,DM2031,1680,1740,203.6,2/08/2016,11:44:42
22069,1.0,3.0,2.0,1.0,AB,c2-016,DM2032,1680,1740,202.9,2/08/2016,11:44:42
22070,1.0,3.0,2.0,1.0,AB,c1-001,DM1001,1740,1800,93.8,2/08/2016,11:45:42
22071,1.0,3.0,2.0,1.0,AB,c1-002,DM1002,1740,1800,62.2,2/08/2016,11:45:42
22072,1.0,3.0,2.0,1.0,AB,c1-003,DM1003,1740,1800,128.9,2/08/2016,11:45:42
22073,1.0,3.0,2.0,1.0,AB,c1-004,DM1004,1740,1800,375.1,2/08/2016,11:45:42
22074,1.0,3.0,2.0,1.0,AB,c1-005,DM1005,1740,1800,215.5,2/08/2016,11:45:42
22075,1.0,3.0,2.0,1.0,AB,c1-006,DM1006,1740,1800,206.8,2/08/2016,11:45:42
22076,1.0,3.0,2.0,1.0,AB,c1-007,DM1007,1740,1800,178.2,2/08/2016,11:45:42
22077,1.0,3.0,2.0,1.0,AB,c1-008,DM1008,1740,1800,171.7,2/08/2016,11:45:42
22078,1.0,3.0,2.0,1.0,AB,c1-009,DM1009,1740,1800,143.9,2/08/2016,11:45:42
22079,1.0,3.0,2.0,1.0,AB,c1-010,DM1010,1740,1800,252,2/08/2016,11:45:42
22080,1.0,3.0,2.0,1.0,AB,c1-011,DM1011,1740,1800,103,2/08/2016,11:45:42
22081,1.0,3.0,2.0,1.0,AB,c1-012,DM1012,1740,1800,207.3,2/08/2016,11:45:42
22082,1.0,3.0,2.0,1.0,AB,c1-013,DM1013,1740,1800,256.3,2/08/2016,11:45:42
22083,1.0,3.0,2.0,1.0,AB,c1-014,DM1014,1740,1800,230.3,2/08/2016,11:45:42
22084,1.0,3.0,2.0,1.0,AB,c1-015,DM1015,1740,1800,163.3,2/08/2016,11:45:42
22085,1.0,3.0,2.0,1.0,AB,c1-016,DM1016,1740,1800,214.9,2/08/2016,11:45:42
22086,1.0,3.0,2.0,1.0,AB,c2-001,DM2017,1740,1800,224.3,2/08/2016,11:45:42
22087,1.0,3.0,2.0,1.0,AB,c2-002,DM2018,1740,1800,139.8,2/08/2016,11:45:42
22088,1.0,3.0,2.0,1.0,AB,c2-003,DM2019,1740,1800,171.2,2/08/2016,11:45:42
22089,1.0,3.0,2.0,1.0,AB,c2-004,DM2020,1740,1800,273.2,2/08/2016,11:45:42
22090,1.0,3.0,2.0,1.0,AB,c2-005,DM2021,1740,1800,294.1,2/08/2016,11:45:42
22091,1.0,3.0,2.0,1.0,AB,c2-006,DM2022,1740,1800,99.3,2/08/2016,11:45:42
22092,1.0,3.0,2.0,1.0,AB,c2-007,DM2023,1740,1800,68.3,2/08/2016,11:45:42
22093,1.0,3.0,2.0,1.0,AB,c2-008,DM2024,1740,1800,81.2,2/08/2016,11:45:42
22094,1.0,3.0,2.0,1.0,AB,c2-009,DM2025,1740,1800,240.6,2/08/2016,11:45:42
22095,1.0,3.0,2.0,1.0,AB,c2-010,DM2026,1740,1800,132.7,2/08/2016,11:45:42
22096,1.0,3.0,2.0,1.0,AB,c2-011,DM2027,1740,1800,3.2,2/08/2016,11:45:42
22097,1.0,3.0,2.0,1.0,AB,c2-012,DM2028,1740,1800,205.2,2/08/2016,11:45:42
22098,1.0,3.0,2.0,1.0,AB,c2-013,DM2029,1740,1800,287.7,2/08/2016,11:45:42
22099,1.0,3.0,2.0,1.0,AB,c2-014,DM2030,1740,1800,130.6,2/08/2016,11:45:42
22100,1.0,3.0,2.0,1.0,AB,c2-015,DM2031,1740,1800,174.4,2/08/2016,11:45:42
22101,1.0,3.0,2.0,1.0,AB,c2-016,DM2032,1740,1800,262.6,2/08/2016,11:45:42
22617,2.0,3.0,2.0,1.0,CD,c1-001,DM3001,0,60,425.2,2/08/2016,11:19:42
22618,2.0,3.0,2.0,1.0,CD,c1-002,DM3002,0,60,342.6,2/08/2016,11:19:42
22619,2.0,3.0,2.0,1.0,CD,c1-003,DM3003,0,60,227.5,2/08/2016,11:19:42
22620,2.0,3.0,2.0,1.0,CD,c1-004,DM3004,0,60,177.1,2/08/2016,11:19:42
22621,2.0,3.0,2.0,1.0,CD,c1-005,DM3005,0,60,198.1,2/08/2016,11:19:42
22622,2.0,3.0,2.0,1.0,CD,c1-006,DM3006,0,60,263.7,2/08/2016,11:19:42
22623,2.0,3.0,2.0,1.0,CD,c1-007,DM3007,0,60,88.8,2/08/2016,11:19:42
22624,2.0,3.0,2.0,1.0,CD,c1-008,DM3008,0,60,219.1,2/08/2016,11:19:42
22625,2.0,3.0,2.0,1.0,CD,c1-009,DM3009,0,60,498.1,2/08/2016,11:19:42
22626,2.0,3.0,2.0,1.0,CD,c1-010,DM3010,0,60,253.9,2/08/2016,11:19:42
22627,2.0,3.0,2.0,1.0,CD,c1-011,DM3011,0,60,165.1,2/08/2016,11:19:42
22628,2.0,3.0,2.0,1.0,CD,c1-012,DM3012,0,60,224.3,2/08/2016,11:19:42
22629,2.0,3.0,2.0,1.0,CD,c1-013,DM3013,0,60,205,2/08/2016,11:19:42
22630,2.0,3.0,2.0,1.0,CD,c1-014,DM3014,0,60,145.4,2/08/2016,11:19:42
22631,2.0,3.0,2.0,1.0,CD,c1-015,DM3015,0,60,338.6,2/08/2016,11:19:42
22632,2.0,3.0,2.0,1.0,CD,c1-016,DM3016,0,60,176.9,2/08/2016,11:19:42
22601,2.0,3.0,2.0,1.0,CD,c2-001,DM4017,0,60,309,2/08/2016,11:19:42
22602,2.0,3.0,2.0,1.0,CD,c2-002,DM4018,0,60,417.6,2/08/2016,11:19:42
22603,2.0,3.0,2.0,1.0,CD,c2-003,DM4019,0,60,202.8,2/08/2016,11:19:42
22604,2.0,3.0,2.0,1.0,CD,c2-004,DM4020,0,60,330.4,2/08/2016,11:19:42
22605,2.0,3.0,2.0,1.0,CD,c2-005,DM4021,0,60,140.7,2/08/2016,11:19:42
22606,2.0,3.0,2.0,1.0,CD,c2-006,DM4022,0,60,396,2/08/2016,11:19:42
22607,2.0,3.0,2.0,1.0,CD,c2-007,DM4023,0,60,294,2/08/2016,11:19:42
22608,2.0,3.0,2.0,1.0,CD,c2-008,DM4024,0,60,428.4,2/08/2016,11:19:42
22609,2.0,3.0,2.0,1.0,CD,c2-009,DM4025,0,60,335.6,2/08/2016,11:19:42
22610,2.0,3.0,2.0,1.0,CD,c2-010,DM4026,0,60,387.9,2/08/2016,11:19:42
22611,2.0,3.0,2.0,1.0,CD,c2-011,DM4027,0,60,236.4,2/08/2016,11:19:42
22612,2.0,3.0,2.0,1.0,CD,c2-012,DM4028,0,60,361.6,2/08/2016,11:19:42
22613,2.0,3.0,2.0,1.0,CD,c2-013,DM4029,0,60,364.2,2/08/2016,11:19:42
22614,2.0,3.0,2.0,1.0,CD,c2-014,DM4030,0,60,172.5,2/08/2016,11:19:42
22615,2.0,3.0,2.0,1.0,CD,c2-015,DM4031,0,60,219.8,2/08/2016,11:19:42
22616,2.0,3.0,2.0,1.0,CD,c2-016,DM4032,0,60,346.9,2/08/2016,11:19:42
22649,2.0,3.0,2.0,1.0,CD,c1-001,DM3001,60,120,335,2/08/2016,11:20:42
22650,2.0,3.0,2.0,1.0,CD,c1-002,DM3002,60,120,375.2,2/08/2016,11:20:42
22651,2.0,3.0,2.0,1.0,CD,c1-003,DM3003,60,120,264.8,2/08/2016,11:20:42
22652,2.0,3.0,2.0,1.0,CD,c1-004,DM3004,60,120,283.6,2/08/2016,11:20:42
22653,2.0,3.0,2.0,1.0,CD,c1-005,DM3005,60,120,273.5,2/08/2016,11:20:42
22654,2.0,3.0,2.0,1.0,CD,c1-006,DM3006,60,120,305.2,2/08/2016,11:20:42
22655,2.0,3.0,2.0,1.0,CD,c1-007,DM3007,60,120,114.8,2/08/2016,11:20:42
22656,2.0,3.0,2.0,1.0,CD,c1-008,DM3008,60,120,227.4,2/08/2016,11:20:42
22657,2.0,3.0,2.0,1.0,CD,c1-009,DM3009,60,120,469.4,2/08/2016,11:20:42
22658,2.0,3.0,2.0,1.0,CD,c1-010,DM3010,60,120,258.5,2/08/2016,11:20:42
22659,2.0,3.0,2.0,1.0,CD,c1-011,DM3011,60,120,231.8,2/08/2016,11:20:42
22660,2.0,3.0,2.0,1.0,CD,c1-012,DM3012,60,120,242.4,2/08/2016,11:20:42
22661,2.0,3.0,2.0,1.0,CD,c1-013,DM3013,60,120,218.2,2/08/2016,11:20:42
22662,2.0,3.0,2.0,1.0,CD,c1-014,DM3014,60,120,142.4,2/08/2016,11:20:42
22663,2.0,3.0,2.0,1.0,CD,c1-015,DM3015,60,120,328.7,2/08/2016,11:20:42
22664,2.0,3.0,2.0,1.0,CD,c1-016,DM3016,60,120,176.2,2/08/2016,11:20:42
22633,2.0,3.0,2.0,1.0,CD,c2-001,DM4017,60,120,336.7,2/08/2016,11:20:42
22634,2.0,3.0,2.0,1.0,CD,c2-002,DM4018,60,120,464.9,2/08/2016,11:20:42
22635,2.0,3.0,2.0,1.0,CD,c2-003,DM4019,60,120,199.3,2/08/2016,11:20:42
22636,2.0,3.0,2.0,1.0,CD,c2-004,DM4020,60,120,254.9,2/08/2016,11:20:42
22637,2.0,3.0,2.0,1.0,CD,c2-005,DM4021,60,120,174.4,2/08/2016,11:20:42
22638,2.0,3.0,2.0,1.0,CD,c2-006,DM4022,60,120,426.3,2/08/2016,11:20:42
22639,2.0,3.0,2.0,1.0,CD,c2-007,DM4023,60,120,265.9,2/08/2016,11:20:42
22640,2.0,3.0,2.0,1.0,CD,c2-008,DM4024,60,120,441.2,2/08/2016,11:20:42
22641,2.0,3.0,2.0,1.0,CD,c2-009,DM4025,60,120,356.1,2/08/2016,11:20:42
22642,2.0,3.0,2.0,1.0,CD,c2-010,DM4026,60,120,451.4,2/08/2016,11:20:42
22643,2.0,3.0,2.0,1.0,CD,c2-011,DM4027,60,120,248.6,2/08/2016,11:20:42
22644,2.0,3.0,2.0,1.0,CD,c2-012,DM4028,60,120,324.5,2/08/2016,11:20:42
22645,2.0,3.0,2.0,1.0,CD,c2-013,DM4029,60,120,355.5,2/08/2016,11:20:42
22646,2.0,3.0,2.0,1.0,CD,c2-014,DM4030,60,120,135.1,2/08/2016,11:20:42
22647,2.0,3.0,2.0,1.0,CD,c2-015,DM4031,60,120,156.2,2/08/2016,11:20:42
22648,2.0,3.0,2.0,1.0,CD,c2-016,DM4032,60,120,444.9,2/08/2016,11:20:42
22665,2.0,3.0,2.0,1.0,CD,c1-001,DM3001,120,180,360.7,2/08/2016,11:21:42
22666,2.0,3.0,2.0,1.0,CD,c1-002,DM3002,120,180,355,2/08/2016,11:21:42
22667,2.0,3.0,2.0,1.0,CD,c1-003,DM3003,120,180,250.8,2/08/2016,11:21:42
22668,2.0,3.0,2.0,1.0,CD,c1-004,DM3004,120,180,246.1,2/08/2016,11:21:42
22669,2.0,3.0,2.0,1.0,CD,c1-005,DM3005,120,180,210.8,2/08/2016,11:21:42
22670,2.0,3.0,2.0,1.0,CD,c1-006,DM3006,120,180,234.7,2/08/2016,11:21:42
22671,2.0,3.0,2.0,1.0,CD,c1-007,DM3007,120,180,94.5,2/08/2016,11:21:42
22672,2.0,3.0,2.0,1.0,CD,c1-008,DM3008,120,180,293.4,2/08/2016,11:21:42
22673,2.0,3.0,2.0,1.0,CD,c1-009,DM3009,120,180,325.3,2/08/2016,11:21:42
22674,2.0,3.0,2.0,1.0,CD,c1-010,DM3010,120,180,142,2/08/2016,11:21:42
22675,2.0,3.0,2.0,1.0,CD,c1-011,DM3011,120,180,180.8,2/08/2016,11:21:42
22676,2.0,3.0,2.0,1.0,CD,c1-012,DM3012,120,180,217.6,2/08/2016,11:21:42
22677,2.0,3.0,2.0,1.0,CD,c1-013,DM3013,120,180,242.1,2/08/2016,11:21:42
22678,2.0,3.0,2.0,1.0,CD,c1-014,DM3014,120,180,114.7,2/08/2016,11:21:42
22679,2.0,3.0,2.0,1.0,CD,c1-015,DM3015,120,180,197.2,2/08/2016,11:21:42
22680,2.0,3.0,2.0,1.0,CD,c1-016,DM3016,120,180,197.2,2/08/2016,11:21:42
22681,2.0,3.0,2.0,1.0,CD,c2-001,DM4017,120,180,381,2/08/2016,11:21:42
22682,2.0,3.0,2.0,1.0,CD,c2-002,DM4018,120,180,336.9,2/08/2016,11:21:42
22683,2.0,3.0,2.0,1.0,CD,c2-003,DM4019,120,180,230.4,2/08/2016,11:21:42
22684,2.0,3.0,2.0,1.0,CD,c2-004,DM4020,120,180,313.5,2/08/2016,11:21:42
22685,2.0,3.0,2.0,1.0,CD,c2-005,DM4021,120,180,175.4,2/08/2016,11:21:42
22686,2.0,3.0,2.0,1.0,CD,c2-006,DM4022,120,180,357.9,2/08/2016,11:21:42
22687,2.0,3.0,2.0,1.0,CD,c2-007,DM4023,120,180,293.5,2/08/2016,11:21:42
22688,2.0,3.0,2.0,1.0,CD,c2-008,DM4024,120,180,342.8,2/08/2016,11:21:42
22689,2.0,3.0,2.0,1.0,CD,c2-009,DM4025,120,180,335.6,2/08/2016,11:21:42
22690,2.0,3.0,2.0,1.0,CD,c2-010,DM4026,120,180,415.8,2/08/2016,11:21:42
22691,2.0,3.0,2.0,1.0,CD,c2-011,DM4027,120,180,230.6,2/08/2016,11:21:42
22692,2.0,3.0,2.0,1.0,CD,c2-012,DM4028,120,180,296.4,2/08/2016,11:21:42
