,Computer,Block,Day,Trial,Plates,location,animal,start,end,lardist,stdate,sttime
3020,2.0,1.0,1.0,2.0,HI,c2-010,DM4026,240,300,486,21/06/2016,17:18:39
3021,2.0,1.0,1.0,2.0,HI,c2-011,DM4027,240,300,601.7,21/06/2016,17:18:39
3022,2.0,1.0,1.0,2.0,HI,c2-012,DM4028,240,300,375.5,21/06/2016,17:18:39
3023,2.0,1.0,1.0,2.0,HI,c2-013,DM4029,240,300,442.6,21/06/2016,17:18:39
3024,2.0,1.0,1.0,2.0,HI,c2-014,DM4030,240,300,362.7,21/06/2016,17:18:39
3025,2.0,1.0,1.0,2.0,HI,c2-015,DM4031,240,300,369.8,21/06/2016,17:18:39
3026,2.0,1.0,1.0,2.0,HI,c2-016,DM4032,240,300,226,21/06/2016,17:18:39
3043,2.0,1.0,1.0,2.0,HI,c1-001,DM3001,300,360,295.1,21/06/2016,17:19:39
3044,2.0,1.0,1.0,2.0,HI,c1-002,DM3002,300,360,493.2,21/06/2016,17:19:39
3045,2.0,1.0,1.0,2.0,HI,c1-003,DM3003,300,360,287,21/06/2016,17:19:39
3046,2.0,1.0,1.0,2.0,HI,c1-004,DM3004,300,360,193.2,21/06/2016,17:19:39
3047,2.0,1.0,1.0,2.0,HI,c1-005,DM3005,300,360,285.9,21/06/2016,17:19:39
3048,2.0,1.0,1.0,2.0,HI,c1-006,DM3006,300,360,354.5,21/06/2016,17:19:39
3049,2.0,1.0,1.0,2.0,HI,c1-007,DM3007,300,360,271.1,21/06/2016,17:19:39
3050,2.0,1.0,1.0,2.0,HI,c1-008,DM3008,300,360,119.5,21/06/2016,17:19:39
3051,2.0,1.0,1.0,2.0,HI,c1-009,DM3009,300,360,199.8,21/06/2016,17:19:39
3052,2.0,1.0,1.0,2.0,HI,c1-010,DM3010,300,360,366.4,21/06/2016,17:19:39
3053,2.0,1.0,1.0,2.0,HI,c1-011,DM3011,300,360,141.3,21/06/2016,17:19:39
3054,2.0,1.0,1.0,2.0,HI,c1-012,DM3012,300,360,351.4,21/06/2016,17:19:39
3055,2.0,1.0,1.0,2.0,HI,c1-013,DM3013,300,360,342.7,21/06/2016,17:19:39
3056,2.0,1.0,1.0,2.0,HI,c1-014,DM3014,300,360,202.2,21/06/2016,17:19:39
3057,2.0,1.0,1.0,2.0,HI,c1-015,DM3015,300,360,219.3,21/06/2016,17:19:39
3058,2.0,1.0,1.0,2.0,HI,c1-016,DM3016,300,360,275.8,21/06/2016,17:19:39
3059,2.0,1.0,1.0,2.0,HI,c2-001,DM4017,300,360,282.3,21/06/2016,17:19:39
3060,2.0,1.0,1.0,2.0,HI,c2-002,DM4018,300,360,342.8,21/06/2016,17:19:39
3061,2.0,1.0,1.0,2.0,HI,c2-003,DM4019,300,360,126.9,21/06/2016,17:19:39
3062,2.0,1.0,1.0,2.0,HI,c2-004,DM4020,300,360,360.9,21/06/2016,17:19:39
3063,2.0,1.0,1.0,2.0,HI,c2-005,DM4021,300,360,163.2,21/06/2016,17:19:39
3064,2.0,1.0,1.0,2.0,HI,c2-006,DM4022,300,360,316.3,21/06/2016,17:19:39
3065,2.0,1.0,1.0,2.0,HI,c2-007,DM4023,300,360,306.9,21/06/2016,17:19:39
3066,2.0,1.0,1.0,2.0,HI,c2-008,DM4024,300,360,269.9,21/06/2016,17:19:39
3067,2.0,1.0,1.0,2.0,HI,c2-009,DM4025,300,360,480.4,21/06/2016,17:19:39
3068,2.0,1.0,1.0,2.0,HI,c2-010,DM4026,300,360,392.2,21/06/2016,17:19:39
3069,2.0,1.0,1.0,2.0,HI,c2-011,DM4027,300,360,496.8,21/06/2016,17:19:39
3070,2.0,1.0,1.0,2.0,HI,c2-012,DM4028,300,360,305.4,21/06/2016,17:19:39
3071,2.0,1.0,1.0,2.0,HI,c2-013,DM4029,300,360,406.4,21/06/2016,17:19:39
3072,2.0,1.0,1.0,2.0,HI,c2-014,DM4030,300,360,377.8,21/06/2016,17:19:39
3073,2.0,1.0,1.0,2.0,HI,c2-015,DM4031,300,360,351.4,21/06/2016,17:19:39
3074,2.0,1.0,1.0,2.0,HI,c2-016,DM4032,300,360,227,21/06/2016,17:19:39
3075,2.0,1.0,1.0,2.0,HI,c1-001,DM3001,360,420,279.3,21/06/2016,17:20:39
3076,2.0,1.0,1.0,2.0,HI,c1-002,DM3002,360,420,452.1,21/06/2016,17:20:39
3077,2.0,1.0,1.0,2.0,HI,c1-003,DM3003,360,420,208.7,21/06/2016,17:20:39
3078,2.0,1.0,1.0,2.0,HI,c1-004,DM3004,360,420,254.6,21/06/2016,17:20:39
3079,2.0,1.0,1.0,2.0,HI,c1-005,DM3005,360,420,293.3,21/06/2016,17:20:39
3080,2.0,1.0,1.0,2.0,HI,c1-006,DM3006,360,420,459.9,21/06/2016,17:20:39
3081,2.0,1.0,1.0,2.0,HI,c1-007,DM3007,360,420,316.8,21/06/2016,17:20:39
3082,2.0,1.0,1.0,2.0,HI,c1-008,DM3008,360,420,182.9,21/06/2016,17:20:39
3083,2.0,1.0,1.0,2.0,HI,c1-009,DM3009,360,420,191.9,21/06/2016,17:20:39
3084,2.0,1.0,1.0,2.0,HI,c1-010,DM3010,360,420,321.1,21/06/2016,17:20:39
3085,2.0,1.0,1.0,2.0,HI,c1-011,DM3011,360,420,15.9,21/06/2016,17:20:39
3086,2.0,1.0,1.0,2.0,HI,c1-012,DM3012,360,420,388.3,21/06/2016,17:20:39
3087,2.0,1.0,1.0,2.0,HI,c1-013,DM3013,360,420,269,21/06/2016,17:20:39
3088,2.0,1.0,1.0,2.0,HI,c1-014,DM3014,360,420,255.6,21/06/2016,17:20:39
3089,2.0,1.0,1.0,2.0,HI,c1-015,DM3015,360,420,193.5,21/06/2016,17:20:39
3090,2.0,1.0,1.0,2.0,HI,c1-016,DM3016,360,420,271.9,21/06/2016,17:20:39
3091,2.0,1.0,1.0,2.0,HI,c2-001,DM4017,360,420,308.5,21/06/2016,17:20:39
3092,2.0,1.0,1.0,2.0,HI,c2-002,DM4018,360,420,393.4,21/06/2016,17:20:39
3093,2.0,1.0,1.0,2.0,HI,c2-003,DM4019,360,420,170.8,21/06/2016,17:20:39
3094,2.0,1.0,1.0,2.0,HI,c2-004,DM4020,360,420,358.2,21/06/2016,17:20:39
3095,2.0,1.0,1.0,2.0,HI,c2-005,DM4021,360,420,159.3,21/06/2016,17:20:39
3096,2.0,1.0,1.0,2.0,HI,c2-006,DM4022,360,420,448.1,21/06/2016,17:20:39
3097,2.0,1.0,1.0,2.0,HI,c2-007,DM4023,360,420,377,21/06/2016,17:20:39
3098,2.0,1.0,1.0,2.0,HI,c2-008,DM4024,360,420,246,21/06/2016,17:20:39
3099,2.0,1.0,1.0,2.0,HI,c2-009,DM4025,360,420,374.3,21/06/2016,17:20:39
3100,2.0,1.0,1.0,2.0,HI,c2-010,DM4026,360,420,456.8,21/06/2016,17:20:39
3101,2.0,1.0,1.0,2.0,HI,c2-011,DM4027,360,420,546.3,21/06/2016,17:20:39
3102,2.0,1.0,1.0,2.0,HI,c2-012,DM4028,360,420,352.7,21/06/2016,17:20:39
3103,2.0,1.0,1.0,2.0,HI,c2-013,DM4029,360,420,415.6,21/06/2016,17:20:39
3104,2.0,1.0,1.0,2.0,HI,c2-014,DM4030,360,420,444.9,21/06/2016,17:20:39
3105,2.0,1.0,1.0,2.0,HI,c2-015,DM4031,360,420,377.4,21/06/2016,17:20:39
3106,2.0,1.0,1.0,2.0,HI,c2-016,DM4032,360,420,331.2,21/06/2016,17:20:39
3107,2.0,1.0,1.0,2.0,HI,c1-001,DM3001,420,480,285.7,21/06/2016,17:21:39
3108,2.0,1.0,1.0,2.0,HI,c1-002,DM3002,420,480,552.6,21/06/2016,17:21:39
3109,2.0,1.0,1.0,2.0,HI,c1-003,DM3003,420,480,223.2,21/06/2016,17:21:39
3110,2.0,1.0,1.0,2.0,HI,c1-004,DM3004,420,480,243.4,21/06/2016,17:21:39
3111,2.0,1.0,1.0,2.0,HI,c1-005,DM3005,420,480,287.9,21/06/2016,17:21:39
3112,2.0,1.0,1.0,2.0,HI,c1-006,DM3006,420,480,338.7,21/06/2016,17:21:39
3113,2.0,1.0,1.0,2.0,HI,c1-007,DM3007,420,480,325.4,21/06/2016,17:21:39
3114,2.0,1.0,1.0,2.0,HI,c1-008,DM3008,420,480,185.4,21/06/2016,17:21:39
3115,2.0,1.0,1.0,2.0,HI,c1-009,DM3009,420,480,158.5,21/06/2016,17:21:39
3116,2.0,1.0,1.0,2.0,HI,c1-010,DM3010,420,480,598.6,21/06/2016,17:21:39
3117,2.0,1.0,1.0,2.0,HI,c1-011,DM3011,420,480,18.7,21/06/2016,17:21:39
3118,2.0,1.0,1.0,2.0,HI,c1-012,DM3012,420,480,440.4,21/06/2016,17:21:39
3119,2.0,1.0,1.0,2.0,HI,c1-013,DM3013,420,480,245.3,21/06/2016,17:21:39
3120,2.0,1.0,1.0,2.0,HI,c1-014,DM3014,420,480,263.8,21/06/2016,17:21:39
3121,2.0,1.0,1.0,2.0,HI,c1-015,DM3015,420,480,232.9,21/06/2016,17:21:39
3122,2.0,1.0,1.0,2.0,HI,c1-016,DM3016,420,480,269.8,21/06/2016,17:21:39
3123,2.0,1.0,1.0,2.0,HI,c2-001,DM4017,420,480,264.8,21/06/2016,17:21:39
3124,2.0,1.0,1.0,2.0,HI,c2-002,DM4018,420,480,343.1,21/06/2016,17:21:39
3125,2.0,1.0,1.0,2.0,HI,c2-003,DM4019,420,480,157.5,21/06/2016,17:21:39
3126,2.0,1.0,1.0,2.0,HI,c2-004,DM4020,420,480,323.3,21/06/2016,17:21:39
3127,2.0,1.0,1.0,2.0,HI,c2-005,DM4021,420,480,199.3,21/06/2016,17:21:39
3128,2.0,1.0,1.0,2.0,HI,c2-006,DM4022,420,480,281.9,21/06/2016,17:21:39
3129,2.0,1.0,1.0,2.0,HI,c2-007,DM4023,420,480,327.6,21/06/2016,17:21:39
3130,2.0,1.0,1.0,2.0,HI,c2-008,DM4024,420,480,228.9,21/06/2016,17:21:39
3131,2.0,1.0,1.0,2.0,HI,c2-009,DM4025,420,480,433.7,21/06/2016,17:21:39
3132,2.0,1.0,1.0,2.0,HI,c2-010,DM4026,420,480,434.6,21/06/2016,17:21:39
3133,2.0,1.0,1.0,2.0,HI,c2-011,DM4027,420,480,644.5,21/06/2016,17:21:39
3134,2.0,1.0,1.0,2.0,HI,c2-012,DM4028,420,480,342.3,21/06/2016,17:21:39
3135,2.0,1.0,1.0,2.0,HI,c2-013,DM4029,420,480,424.6,21/06/2016,17:21:39
3136,2.0,1.0,1.0,2.0,HI,c2-014,DM4030,420,480,417,21/06/2016,17:21:39
3137,2.0,1.0,1.0,2.0,HI,c2-015,DM4031,420,480,356.1,21/06/2016,17:21:39
3138,2.0,1.0,1.0,2.0,HI,c2-016,DM4032,420,480,274.7,21/06/2016,17:21:39
3139,2.0,1.0,1.0,2.0,HI,c1-001,DM3001,480,540,203.8,21/06/2016,17:22:39
3140,2.0,1.0,1.0,2.0,HI,c1-002,DM3002,480,540,389,21/06/2016,17:22:39
3141,2.0,1.0,1.0,2.0,HI,c1-003,DM3003,480,540,301.2,21/06/2016,17:22:39
3142,2.0,1.0,1.0,2.0,HI,c1-004,DM3004,480,540,241.3,21/06/2016,17:22:39
3143,2.0,1.0,1.0,2.0,HI,c1-005,DM3005,480,540,251.3,21/06/2016,17:22:39
3144,2.0,1.0,1.0,2.0,HI,c1-006,DM3006,480,540,373,21/06/2016,17:22:39
3145,2.0,1.0,1.0,2.0,HI,c1-007,DM3007,480,540,346,21/06/2016,17:22:39
3146,2.0,1.0,1.0,2.0,HI,c1-008,DM3008,480,540,129.2,21/06/2016,17:22:39
3147,2.0,1.0,1.0,2.0,HI,c1-009,DM3009,480,540,153.3,21/06/2016,17:22:39
3148,2.0,1.0,1.0,2.0,HI,c1-010,DM3010,480,540,615.5,21/06/2016,17:22:39
3149,2.0,1.0,1.0,2.0,HI,c1-011,DM3011,480,540,0,21/06/2016,17:22:39
3150,2.0,1.0,1.0,2.0,HI,c1-012,DM3012,480,540,386.8,21/06/2016,17:22:39
3151,2.0,1.0,1.0,2.0,HI,c1-013,DM3013,480,540,287.4,21/06/2016,17:22:39
3152,2.0,1.0,1.0,2.0,HI,c1-014,DM3014,480,540,299.5,21/06/2016,17:22:39
3153,2.0,1.0,1.0,2.0,HI,c1-015,DM3015,480,540,204.8,21/06/2016,17:22:39
3154,2.0,1.0,1.0,2.0,HI,c1-016,DM3016,480,540,234.3,21/06/2016,17:22:39
3155,2.0,1.0,1.0,2.0,HI,c2-001,DM4017,480,540,245.8,21/06/2016,17:22:39
3156,2.0,1.0,1.0,2.0,HI,c2-002,DM4018,480,540,301.4,21/06/2016,17:22:39
3157,2.0,1.0,1.0,2.0,HI,c2-003,DM4019,480,540,54.1,21/06/2016,17:22:39
3158,2.0,1.0,1.0,2.0,HI,c2-004,DM4020,480,540,264.9,21/06/2016,17:22:39
3159,2.0,1.0,1.0,2.0,HI,c2-005,DM4021,480,540,157.6,21/06/2016,17:22:39
3160,2.0,1.0,1.0,2.0,HI,c2-006,DM4022,480,540,277.5,21/06/2016,17:22:39
3161,2.0,1.0,1.0,2.0,HI,c2-007,DM4023,480,540,304.1,21/06/2016,17:22:39
3162,2.0,1.0,1.0,2.0,HI,c2-008,DM4024,480,540,265.3,21/06/2016,17:22:39
3163,2.0,1.0,1.0,2.0,HI,c2-009,DM4025,480,540,379.9,21/06/2016,17:22:39
3164,2.0,1.0,1.0,2.0,HI,c2-010,DM4026,480,540,430.1,21/06/2016,17:22:39
3165,2.0,1.0,1.0,2.0,HI,c2-011,DM4027,480,540,485.9,21/06/2016,17:22:39
3166,2.0,1.0,1.0,2.0,HI,c2-012,DM4028,480,540,336.8,21/06/2016,17:22:39
3167,2.0,1.0,1.0,2.0,HI,c2-013,DM4029,480,540,394.9,21/06/2016,17:22:39
3168,2.0,1.0,1.0,2.0,HI,c2-014,DM4030,480,540,373.4,21/06/2016,17:22:39
3169,2.0,1.0,1.0,2.0,HI,c2-015,DM4031,480,540,375.8,21/06/2016,17:22:39
3170,2.0,1.0,1.0,2.0,HI,c2-016,DM4032,480,540,252.1,21/06/2016,17:22:39
3171,2.0,1.0,1.0,2.0,HI,c1-001,DM3001,540,600,275.6,21/06/2016,17:23:39
3172,2.0,1.0,1.0,2.0,HI,c1-002,DM3002,540,600,571,21/06/2016,17:23:39
3173,2.0,1.0,1.0,2.0,HI,c1-003,DM3003,540,600,233.3,21/06/2016,17:23:39
3174,2.0,1.0,1.0,2.0,HI,c1-004,DM3004,540,600,296.1,21/06/2016,17:23:39
3175,2.0,1.0,1.0,2.0,HI,c1-005,DM3005,540,600,280.4,21/06/2016,17:23:39
3176,2.0,1.0,1.0,2.0,HI,c1-006,DM3006,540,600,400.4,21/06/2016,17:23:39
3177,2.0,1.0,1.0,2.0,HI,c1-007,DM3007,540,600,317.8,21/06/2016,17:23:39
3178,2.0,1.0,1.0,2.0,HI,c1-008,DM3008,540,600,169.1,21/06/2016,17:23:39
3179,2.0,1.0,1.0,2.0,HI,c1-009,DM3009,540,600,131,21/06/2016,17:23:39
3180,2.0,1.0,1.0,2.0,HI,c1-010,DM3010,540,600,241.6,21/06/2016,17:23:39
3181,2.0,1.0,1.0,2.0,HI,c1-011,DM3011,540,600,0.5,21/06/2016,17:23:39
3182,2.0,1.0,1.0,2.0,HI,c1-012,DM3012,540,600,331.2,21/06/2016,17:23:39
3183,2.0,1.0,1.0,2.0,HI,c1-013,DM3013,540,600,261.8,21/06/2016,17:23:39
3184,2.0,1.0,1.0,2.0,HI,c1-014,DM3014,540,600,284.1,21/06/2016,17:23:39
3185,2.0,1.0,1.0,2.0,HI,c1-015,DM3015,540,600,224.9,21/06/2016,17:23:39
3186,2.0,1.0,1.0,2.0,HI,c1-016,DM3016,540,600,296.6,21/06/2016,17:23:39
3187,2.0,1.0,1.0,2.0,HI,c2-001,DM4017,540,600,250.5,21/06/2016,17:23:39
3188,2.0,1.0,1.0,2.0,HI,c2-002,DM4018,540,600,363.7,21/06/2016,17:23:39
3189,2.0,1.0,1.0,2.0,HI,c2-003,DM4019,540,600,228.8,21/06/2016,17:23:39
3190,2.0,1.0,1.0,2.0,HI,c2-004,DM4020,540,600,276,21/06/2016,17:23:39
3191,2.0,1.0,1.0,2.0,HI,c2-005,DM4021,540,600,37.2,21/06/2016,17:23:39
3192,2.0,1.0,1.0,2.0,HI,c2-006,DM4022,540,600,281.7,21/06/2016,17:23:39
3193,2.0,1.0,1.0,2.0,HI,c2-007,DM4023,540,600,397.6,21/06/2016,17:23:39
3194,2.0,1.0,1.0,2.0,HI,c2-008,DM4024,540,600,214.2,21/06/2016,17:23:39
3195,2.0,1.0,1.0,2.0,HI,c2-009,DM4025,540,600,368.8,21/06/2016,17:23:39
3196,2.0,1.0,1.0,2.0,HI,c2-010,DM4026,540,600,520,21/06/2016,17:23:39
3197,2.0,1.0,1.0,2.0,HI,c2-011,DM4027,540,600,511.3,21/06/2016,17:23:39
3198,2.0,1.0,1.0,2.0,HI,c2-012,DM4028,540,600,324.2,21/06/2016,17:23:39
3199,2.0,1.0,1.0,2.0,HI,c2-013,DM4029,540,600,394,21/06/2016,17:23:39
3200,2.0,1.0,1.0,2.0,HI,c2-014,DM4030,540,600,421.3,21/06/2016,17:23:39
3201,2.0,1.0,1.0,2.0,HI,c2-015,DM4031,540,600,410.3,21/06/2016,17:23:39
3202,2.0,1.0,1.0,2.0,HI,c2-016,DM4032,540,600,292.1,21/06/2016,17:23:39
3203,2.0,1.0,1.0,2.0,HI,c1-001,DM3001,600,660,312.8,21/06/2016,17:24:39
3204,2.0,1.0,1.0,2.0,HI,c1-002,DM3002,600,660,584.3,21/06/2016,17:24:39
3205,2.0,1.0,1.0,2.0,HI,c1-003,DM3003,600,660,193.3,21/06/2016,17:24:39
3206,2.0,1.0,1.0,2.0,HI,c1-004,DM3004,600,660,197,21/06/2016,17:24:39
3207,2.0,1.0,1.0,2.0,HI,c1-005,DM3005,600,660,266.5,21/06/2016,17:24:39
3208,2.0,1.0,1.0,2.0,HI,c1-006,DM3006,600,660,389,21/06/2016,17:24:39
3209,2.0,1.0,1.0,2.0,HI,c1-007,DM3007,600,660,248.6,21/06/2016,17:24:39
3210,2.0,1.0,1.0,2.0,HI,c1-008,DM3008,600,660,189.7,21/06/2016,17:24:39
3211,2.0,1.0,1.0,2.0,HI,c1-009,DM3009,600,660,116,21/06/2016,17:24:39
3212,2.0,1.0,1.0,2.0,HI,c1-010,DM3010,600,660,453.9,21/06/2016,17:24:39
3213,2.0,1.0,1.0,2.0,HI,c1-011,DM3011,600,660,3.2,21/06/2016,17:24:39
3214,2.0,1.0,1.0,2.0,HI,c1-012,DM3012,600,660,405.4,21/06/2016,17:24:39
3215,2.0,1.0,1.0,2.0,HI,c1-013,DM3013,600,660,252,21/06/2016,17:24:39
3216,2.0,1.0,1.0,2.0,HI,c1-014,DM3014,600,660,238.9,21/06/2016,17:24:39
3217,2.0,1.0,1.0,2.0,HI,c1-015,DM3015,600,660,210.7,21/06/2016,17:24:39
3218,2.0,1.0,1.0,2.0,HI,c1-016,DM3016,600,660,257.7,21/06/2016,17:24:39
3219,2.0,1.0,1.0,2.0,HI,c2-001,DM4017,600,660,258.5,21/06/2016,17:24:39
3220,2.0,1.0,1.0,2.0,HI,c2-002,DM4018,600,660,347.5,21/06/2016,17:24:39
3221,2.0,1.0,1.0,2.0,HI,c2-003,DM4019,600,660,142.4,21/06/2016,17:24:39
3222,2.0,1.0,1.0,2.0,HI,c2-004,DM4020,600,660,306.8,21/06/2016,17:24:39
3223,2.0,1.0,1.0,2.0,HI,c2-005,DM4021,600,660,63.5,21/06/2016,17:24:39
3224,2.0,1.0,1.0,2.0,HI,c2-006,DM4022,600,660,217.6,21/06/2016,17:24:39
3225,2.0,1.0,1.0,2.0,HI,c2-007,DM4023,600,660,194.1,21/06/2016,17:24:39
3226,2.0,1.0,1.0,2.0,HI,c2-008,DM4024,600,660,254.7,21/06/2016,17:24:39
3227,2.0,1.0,1.0,2.0,HI,c2-009,DM4025,600,660,333.6,21/06/2016,17:24:39
3228,2.0,1.0,1.0,2.0,HI,c2-010,DM4026,600,660,365.8,21/06/2016,17:24:39
3229,2.0,1.0,1.0,2.0,HI,c2-011,DM4027,600,660,558.5,21/06/2016,17:24:39
3230,2.0,1.0,1.0,2.0,HI,c2-012,DM4028,600,660,278.6,21/06/2016,17:24:39
3231,2.0,1.0,1.0,2.0,HI,c2-013,DM4029,600,660,364.2,21/06/2016,17:24:39
3232,2.0,1.0,1.0,2.0,HI,c2-014,DM4030,600,660,270.6,21/06/2016,17:24:39
3233,2.0,1.0,1.0,2.0,HI,c2-015,DM4031,600,660,309.8,21/06/2016,17:24:39
3234,2.0,1.0,1.0,2.0,HI,c2-016,DM4032,600,660,223.7,21/06/2016,17:24:39
3251,2.0,1.0,1.0,2.0,HI,c1-001,DM3001,660,720,271.7,21/06/2016,17:25:39
3252,2.0,1.0,1.0,2.0,HI,c1-002,DM3002,660,720,558.3,21/06/2016,17:25:39
3253,2.0,1.0,1.0,2.0,HI,c1-003,DM3003,660,720,230.3,21/06/2016,17:25:39
3254,2.0,1.0,1.0,2.0,HI,c1-004,DM3004,660,720,198.3,21/06/2016,17:25:39
3255,2.0,1.0,1.0,2.0,HI,c1-005,DM3005,660,720,289.1,21/06/2016,17:25:39
3256,2.0,1.0,1.0,2.0,HI,c1-006,DM3006,660,720,348.8,21/06/2016,17:25:39
3257,2.0,1.0,1.0,2.0,HI,c1-007,DM3007,660,720,279.3,21/06/2016,17:25:39
3258,2.0,1.0,1.0,2.0,HI,c1-008,DM3008,660,720,181.3,21/06/2016,17:25:39
3259,2.0,1.0,1.0,2.0,HI,c1-009,DM3009,660,720,150.3,21/06/2016,17:25:39
3260,2.0,1.0,1.0,2.0,HI,c1-010,DM3010,660,720,320.1,21/06/2016,17:25:39
3261,2.0,1.0,1.0,2.0,HI,c1-011,DM3011,660,720,6,21/06/2016,17:25:39
3262,2.0,1.0,1.0,2.0,HI,c1-012,DM3012,660,720,199.9,21/06/2016,17:25:39
3263,2.0,1.0,1.0,2.0,HI,c1-013,DM3013,660,720,274,21/06/2016,17:25:39
3264,2.0,1.0,1.0,2.0,HI,c1-014,DM3014,660,720,172.3,21/06/2016,17:25:39
3265,2.0,1.0,1.0,2.0,HI,c1-015,DM3015,660,720,84.7,21/06/2016,17:25:39
3266,2.0,1.0,1.0,2.0,HI,c1-016,DM3016,660,720,334.4,21/06/2016,17:25:39
3235,2.0,1.0,1.0,2.0,HI,c2-001,DM4017,660,720,235.8,21/06/2016,17:25:39
3236,2.0,1.0,1.0,2.0,HI,c2-002,DM4018,660,720,346.5,21/06/2016,17:25:39
3237,2.0,1.0,1.0,2.0,HI,c2-003,DM4019,660,720,213.2,21/06/2016,17:25:39
3238,2.0,1.0,1.0,2.0,HI,c2-004,DM4020,660,720,295.6,21/06/2016,17:25:39
3239,2.0,1.0,1.0,2.0,HI,c2-005,DM4021,660,720,126.7,21/06/2016,17:25:39
3240,2.0,1.0,1.0,2.0,HI,c2-006,DM4022,660,720,290.5,21/06/2016,17:25:39
3241,2.0,1.0,1.0,2.0,HI,c2-007,DM4023,660,720,295.1,21/06/2016,17:25:39
3242,2.0,1.0,1.0,2.0,HI,c2-008,DM4024,660,720,270.6,21/06/2016,17:25:39
3243,2.0,1.0,1.0,2.0,HI,c2-009,DM4025,660,720,294.1,21/06/2016,17:25:39
3244,2.0,1.0,1.0,2.0,HI,c2-010,DM4026,660,720,487.3,21/06/2016,17:25:39
3245,2.0,1.0,1.0,2.0,HI,c2-011,DM4027,660,720,657.7,21/06/2016,17:25:39
3246,2.0,1.0,1.0,2.0,HI,c2-012,DM4028,660,720,277.3,21/06/2016,17:25:39
3247,2.0,1.0,1.0,2.0,HI,c2-013,DM4029,660,720,412.1,21/06/2016,17:25:39
3248,2.0,1.0,1.0,2.0,HI,c2-014,DM4030,660,720,422.3,21/06/2016,17:25:39
3249,2.0,1.0,1.0,2.0,HI,c2-015,DM4031,660,720,341.5,21/06/2016,17:25:39
3250,2.0,1.0,1.0,2.0,HI,c2-016,DM4032,660,720,335.2,21/06/2016,17:25:39
3267,2.0,1.0,1.0,2.0,HI,c1-001,DM3001,720,780,294.8,21/06/2016,17:26:39
3268,2.0,1.0,1.0,2.0,HI,c1-002,DM3002,720,780,590.9,21/06/2016,17:26:39
3269,2.0,1.0,1.0,2.0,HI,c1-003,DM3003,720,780,289.1,21/06/2016,17:26:39
3270,2.0,1.0,1.0,2.0,HI,c1-004,DM3004,720,780,163.9,21/06/2016,17:26:39
3271,2.0,1.0,1.0,2.0,HI,c1-005,DM3005,720,780,308.1,21/06/2016,17:26:39
3272,2.0,1.0,1.0,2.0,HI,c1-006,DM3006,720,780,376.6,21/06/2016,17:26:39
3273,2.0,1.0,1.0,2.0,HI,c1-007,DM3007,720,780,311.7,21/06/2016,17:26:39
3274,2.0,1.0,1.0,2.0,HI,c1-008,DM3008,720,780,114.8,21/06/2016,17:26:39
3275,2.0,1.0,1.0,2.0,HI,c1-009,DM3009,720,780,157.5,21/06/2016,17:26:39
3276,2.0,1.0,1.0,2.0,HI,c1-010,DM3010,720,780,459.6,21/06/2016,17:26:39
3277,2.0,1.0,1.0,2.0,HI,c1-011,DM3011,720,780,53.4,21/06/2016,17:26:39
3278,2.0,1.0,1.0,2.0,HI,c1-012,DM3012,720,780,358,21/06/2016,17:26:39
3279,2.0,1.0,1.0,2.0,HI,c1-013,DM3013,720,780,252.4,21/06/2016,17:26:39
3280,2.0,1.0,1.0,2.0,HI,c1-014,DM3014,720,780,146.4,21/06/2016,17:26:39
3281,2.0,1.0,1.0,2.0,HI,c1-015,DM3015,720,780,218,21/06/2016,17:26:39
3282,2.0,1.0,1.0,2.0,HI,c1-016,DM3016,720,780,248.4,21/06/2016,17:26:39
3283,2.0,1.0,1.0,2.0,HI,c2-001,DM4017,720,780,215.7,21/06/2016,17:26:39
3284,2.0,1.0,1.0,2.0,HI,c2-002,DM4018,720,780,347.7,21/06/2016,17:26:39
3285,2.0,1.0,1.0,2.0,HI,c2-003,DM4019,720,780,147.5,21/06/2016,17:26:39
3286,2.0,1.0,1.0,2.0,HI,c2-004,DM4020,720,780,257.7,21/06/2016,17:26:39
3287,2.0,1.0,1.0,2.0,HI,c2-005,DM4021,720,780,43.7,21/06/2016,17:26:39
3288,2.0,1.0,1.0,2.0,HI,c2-006,DM4022,720,780,255.7,21/06/2016,17:26:39
3289,2.0,1.0,1.0,2.0,HI,c2-007,DM4023,720,780,261.8,21/06/2016,17:26:39
3290,2.0,1.0,1.0,2.0,HI,c2-008,DM4024,720,780,225.9,21/06/2016,17:26:39
3291,2.0,1.0,1.0,2.0,HI,c2-009,DM4025,720,780,342.9,21/06/2016,17:26:39
3292,2.0,1.0,1.0,2.0,HI,c2-010,DM4026,720,780,608.6,21/06/2016,17:26:39
3293,2.0,1.0,1.0,2.0,HI,c2-011,DM4027,720,780,601.4,21/06/2016,17:26:39
3294,2.0,1.0,1.0,2.0,HI,c2-012,DM4028,720,780,289.4,21/06/2016,17:26:39
3295,2.0,1.0,1.0,2.0,HI,c2-013,DM4029,720,780,379.1,21/06/2016,17:26:39
3296,2.0,1.0,1.0,2.0,HI,c2-014,DM4030,720,780,426.2,21/06/2016,17:26:39
3297,2.0,1.0,1.0,2.0,HI,c2-015,DM4031,720,780,384.4,21/06/2016,17:26:39
3298,2.0,1.0,1.0,2.0,HI,c2-016,DM4032,720,780,312.7,21/06/2016,17:26:39
3299,2.0,1.0,1.0,2.0,HI,c1-001,DM3001,780,840,254.4,21/06/2016,17:27:39
