comp,block,day,trial,plate,location,animal,stdate,time,dist,sex,line
1,3,4,1,A,c1-004,DM1004,4/08/2016,11:30:16,11032.2,M,301
1,3,4,1,A,c1-005,DM1005,4/08/2016,11:30:16,6449,F,375
1,3,4,1,A,c1-006,DM1006,4/08/2016,11:30:16,9855,M,712
1,3,4,1,A,c1-007,DM1007,4/08/2016,11:30:16,8161.6,M,208
1,3,4,1,A,c1-008,DM1008,4/08/2016,11:30:16,5769.6,F,307
1,3,4,1,A,c1-009,DM1009,4/08/2016,11:30:16,8145.1,M,25120
1,3,4,1,A,c1-010,DM1010,4/08/2016,11:30:16,4732.1,M,307
1,3,4,1,A,c1-011,DM1011,4/08/2016,11:30:16,11034.5,F,360
1,3,4,1,A,c1-012,DM1012,4/08/2016,11:30:16,11894.6,M,799
1,3,4,1,A,c1-013,DM1013,4/08/2016,11:30:16,7679.8,M,555
1,3,4,1,A,c1-014,DM1014,4/08/2016,11:30:16,7050.3,F,391
1,3,4,1,A,c1-015,DM1015,4/08/2016,11:30:16,6969.7,M,304
1,3,4,1,A,c1-016,DM1016,4/08/2016,11:30:16,6613.4,F,707
1,3,4,1,B,c2-001,DM2017,4/08/2016,11:30:16,8553.7,F,437
1,3,4,1,B,c2-002,DM2018,4/08/2016,11:30:16,6495.6,M,391
1,3,4,1,B,c2-003,DM2019,4/08/2016,11:30:16,5397.3,F,357
1,3,4,1,B,c2-004,DM2020,4/08/2016,11:30:16,8608.4,F,28139
1,3,4,1,B,c2-005,DM2021,4/08/2016,11:30:16,8110.9,M,379
1,3,4,1,B,c2-006,DM2022,4/08/2016,11:30:16,5089.8,F,357
1,3,4,1,B,c2-007,DM2023,4/08/2016,11:30:16,7262.7,M,427
1,3,4,1,B,c2-008,DM2024,4/08/2016,11:30:16,8396.9,M,391
1,3,4,1,B,c2-009,DM2025,4/08/2016,11:30:16,8075.5,F,208
1,3,4,1,B,c2-010,DM2026,4/08/2016,11:30:16,11614.6,F,313
1,3,4,1,B,c2-011,DM2027,4/08/2016,11:30:16,9095.6,M,357
1,3,4,1,B,c2-012,DM2028,4/08/2016,11:30:16,6501.3,F,714
1,3,4,1,B,c2-013,DM2029,4/08/2016,11:30:16,9245.2,F,315
1,3,4,1,B,c2-014,DM2030,4/08/2016,11:30:16,13997,M,315
1,3,4,1,B,c2-015,DM2031,4/08/2016,11:30:16,5122.8,F,555
1,3,4,1,B,c2-016,DM2032,4/08/2016,11:30:16,9135.3,M,707
3,3,4,1,C,c1-001,DM1001,4/08/2016,11:30:28,8278.7,M,380
3,3,4,1,C,c1-002,DM1002,4/08/2016,11:30:28,9579.9,M,437
3,3,4,1,C,c1-003,DM1003,4/08/2016,11:30:28,13579.8,M,705
3,3,4,1,C,c1-004,DM1004,4/08/2016,11:30:28,8951.2,F,712
3,3,4,1,C,c1-005,DM1005,4/08/2016,11:30:28,5757.3,F,380
3,3,4,1,C,c1-006,DM1006,4/08/2016,11:30:28,8593.3,M,335
3,3,4,1,C,c1-007,DM1007,4/08/2016,11:30:28,5485.4,M,357
3,3,4,1,C,c1-008,DM1008,4/08/2016,11:30:28,7608.4,M,375
3,3,4,1,C,c1-009,DM1009,4/08/2016,11:30:28,5702.4,F,375
3,3,4,1,C,c1-010,DM1010,4/08/2016,11:30:28,8396.3,F,427
3,3,4,1,C,c1-011,DM1011,4/08/2016,11:30:28,3868.8,F,379
3,3,4,1,C,c1-012,DM1012,4/08/2016,11:30:28,5087.4,F,301
3,3,4,1,C,c1-013,DM1013,4/08/2016,11:30:28,4885.7,M,304
3,3,4,1,C,c1-014,DM1014,4/08/2016,11:30:28,6940.4,F,208
3,3,4,1,C,c1-015,DM1015,4/08/2016,11:30:28,9017.6,F,705
3,3,4,1,C,c1-016,DM1016,4/08/2016,11:30:28,7741.4,M,714
3,3,4,1,D,c2-001,DM2017,4/08/2016,11:30:28,6895.9,F,380
3,3,4,1,D,c2-002,DM2018,4/08/2016,11:30:28,4350.7,F,304
3,3,4,1,D,c2-003,DM2019,4/08/2016,11:30:28,4743.4,F,555
3,3,4,1,D,c2-004,DM2020,4/08/2016,11:30:28,5474.6,M,365
3,3,4,1,D,c2-005,DM2021,4/08/2016,11:30:28,6986.7,M,208
3,3,4,1,D,c2-006,DM2022,4/08/2016,11:30:28,8554.7,M,555
3,3,4,1,D,c2-007,DM2023,4/08/2016,11:30:28,8377.8,M,360
3,3,4,1,D,c2-008,DM2024,4/08/2016,11:30:28,8186.8,M,28139
3,3,4,1,D,c2-009,DM2025,4/08/2016,11:30:28,8044.6,F,799
3,3,4,1,D,c2-010,DM2026,4/08/2016,11:30:28,7426.8,M,375
3,3,4,1,D,c2-011,DM2027,4/08/2016,11:30:28,6123.9,M,28138
3,3,4,1,D,c2-012,DM2028,4/08/2016,11:30:28,7505.4,F,335
3,3,4,1,D,c2-013,DM2029,4/08/2016,11:30:28,5014.4,F,391
3,3,4,1,D,c2-014,DM2030,4/08/2016,11:30:28,2814.2,F,304
3,3,4,1,D,c2-015,DM2031,4/08/2016,11:30:28,6967.3,F,28138
3,3,4,1,D,c2-016,DM2032,4/08/2016,11:30:28,9499.3,M,380
